StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Informed Consent,NHST Screener ,Age Screener ,Position ,Appointment ,Appointment _4_TEXT,Gender,Gender_5_TEXT,Minority Status,country,HARKing V._4,Optional Stopping V._4,Hide Imputation V._1,Switch Analysis V._1,Selective Cov. V. _1,Exclude Selective V._1,Underreport Res. V._1,Omit non-sig. V._1,Selective Outcome V._1,Round P-value V._1,Hide Problems V._1,Attention Check,Descriptive 1,Injunctive 1,Engaged 1,Use 1,Support 1,Descriptive 2,Injunctive 2,Engaged 2,Use 2,Support 2,Descriptive 3,Injunctive 3,Engaged 3,Use 3,Support 3,Descriptive 4,Injunctive 4,Engaged 4,Use 4 ,Support 4 ,Descriptive 5,Injunctive 5,Engaged 5,Use 5,Support 5,Descriptive 6,Injunctive 6,Engaged 6,Use 6,Support 6 ,Descriptive 7,Injunctive 7,Engaged 7,Use 7 ,Support 7,Descriptive 8,Injunctive 8,Engaged 8,Use 8,Support 8,Descriptive 9,Injunctive 9,Engaged 9,Use 9,Support 9,Descriptive 10,Injunctive 10,Engaged 10,Use 10,Support 10,Descriptive 11,Injunctive 11,Engaged 11,Use 11 ,Support 11,Q99,PPQr_1,PPQr_2,PPQr_3,PPQr_4,PPQr_5,PPQr_6,PPQr_7,PPQr_8,PPQr_9,PPQr_10,PPQr_11,PPQr_12,PPQr_13,PPQr_14,PPQr_15,PPQr_16,PPQr_17,PPQr_18,PPQr_19,Social Desirability_1,Social Desirability_2,Social Desirability_3,Social Desirability_4,Social Desirability_5,Social Desirability_6,Social Desirability_7,Social Desirability_8,Social Desirability_9,Social Desirability_10,Social Desirability_11,Social Desirability_12,Social Desirability_13,Feedback,Q104,HARKing Statement A,Optional Stopping Statement A,Hide Imputation Statement A,Switch Analysis Selectively Statement A,Selectively Include Covariates Statement A,Exclude Data Selectively Statement A,Underreport Results Statement A,Omit non-significant Statement A,Selectively Report Outcomes Statement A,Round P-Values Statement A,Hide Problems Statement A
10/11/24 0:38,10/11/24 1:27,IP Address,77.127.99.163,100,2921,TRUE,10/11/24 1:27,R_4ESd2XT9dYgQxYJ,,,,,32.0803,34.7805,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Female,,No,,2.6,5,-5,3.5,-3.6,-5,-5,-5,5,-5,1.9,Agree,80,Somewhat approve,No,,Often,90,Strongly approve,Yes,100,Almost always,0,Strongly disapprove,No,,Never,100,Strongly approve,Yes,20,Almost always,90,Somewhat disapprove,Yes,50,Often,20,Somewhat disapprove,No,,Rarely,100,Somewhat approve,No,,Often,90,Somewhat approve,Yes,0,Rarely,90,Somewhat approve,Yes,20,Rarely,5,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,Yes,Neither agree nor disagree,Totally agree,Agree,Totally agree,Agree,Totally disagree,Disagree,Neither agree nor disagree,Totally agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Totally disagree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/11/24 0:57,10/11/24 1:27,IP Address,83.243.233.68,100,1815,TRUE,10/11/24 1:27,R_8QLwP0LI8eS62c5,,,,,62.4753,6.1448,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),Professor emeritus Business school,Male,,No,Norway,-3.3,-3.3,4.2,-4.9,-2.6,-3.6,-2.6,-4.7,-4.2,3.8,-4.7,Agree,23,Strongly disapprove,No,,Rarely,30,Somewhat approve,Yes,,Often,0,Somewhat disapprove,No,,Never,10,Strongly disapprove,No,,Never,10,Strongly disapprove,No,,Never,50,Somewhat approve,Yes,10,Rarely,10,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,10,Strongly disapprove,No,,Rarely,50,Somewhat approve,Yes,10,Never,Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Totally disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/11/24 1:12,10/11/24 1:28,IP Address,85.255.232.74,100,930,TRUE,10/11/24 1:28,R_8AYZ7Uz81pSMUep,,,,,51.4964,-0.1224,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Female,,Yes,United Kingdom of Great Britain and Northern Ireland,5,5,-5,5,5,2.4,-2.3,-2.2,2.7,5,2.3,Agree,80,Somewhat approve,Yes,80,Often,30,Somewhat approve,No,,Almost always,10,Somewhat disapprove,No,,Rarely,70,Strongly approve,Yes,20,Often,80,Somewhat disapprove,No,,Never,30,Strongly disapprove,No,,Never,60,Somewhat approve,Yes,20,Often,50,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Never,20,Strongly disapprove,No,,Never,50,Strongly disapprove,No,,Never,No,Disagree,Totally agree,Agree,Totally agree,Disagree,Totally disagree,Agree,Agree,Totally agree,Agree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Totally disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/11/24 0:49,10/11/24 1:28,IP Address,130.95.40.99,100,2370,TRUE,10/11/24 1:28,R_4HzTDXqtut2Y8gE,,,,,-31.9939,115.7846,email,EN,,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Female,,Yes,Australia,5,-4.3,2.6,-3.9,-5,5,-5,-5,5,2.6,-2.6,Agree,80,Somewhat disapprove,Yes,60,Rarely,30,Strongly disapprove,No,,Never,10,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,75,Somewhat approve,Yes,50,Rarely,30,Strongly disapprove,No,,Never,95,Somewhat approve,Yes,100,Rarely,90,Somewhat approve,Yes,100,Rarely,80,Somewhat approve,Yes,75,Rarely,20,Somewhat disapprove,No,,Never,30,Somewhat disapprove,No,,Rarely,Yes,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Disagree,Totally agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Totally disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/11/24 1:12,10/11/24 1:28,IP Address,45.87.212.62,100,991,TRUE,10/11/24 1:28,R_8dHoEfqtM1qaiLA,,,,,50.1049,8.6295,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/11/24 1:28,10/11/24 1:28,IP Address,130.231.248.27,100,52,TRUE,10/11/24 1:28,R_8FkyM4SBPQC8B8O,,,,,65.0545,25.4875,email,EN,1,,I disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/24 0:28,10/11/24 1:29,IP Address,213.55.233.122,100,3670,TRUE,10/11/24 1:29,R_21i7iKMjKtgN5II,,,,,46.5378,6.622,email,EN,0.8999999761581421,,I agree,Yes,Yes,Early-career academic/researcher,Other (please describe),Public management department,Male,,No,Switzerland,4.9,-4.6,4.6,-2.6,4.8,0,-4.4,4.8,-4.6,-4.4,-1.7,Agree,70,Somewhat disapprove,Yes,8,Rarely,50,Somewhat approve,No,,Rarely,30,Strongly disapprove,No,,Never,40,Strongly disapprove,No,,Rarely,100,Strongly approve,Yes,70,Often,20,Somewhat disapprove,No,,Rarely,80,Somewhat approve,No,,Often,95,Somewhat approve,Yes,20,Rarely,70,Somewhat approve,Yes,35,Rarely,40,Somewhat disapprove,No,,Never,50,Somewhat disapprove,Yes,20,Rarely,No,Neither agree nor disagree,Agree,Totally agree,Totally disagree,Agree,Neither agree nor disagree,Agree,Totally agree,Totally agree,Disagree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally disagree,Neither agree nor disagree,Agree,Totally disagree,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/11/24 1:30,10/11/24 1:31,IP Address,78.69.105.247,100,49,TRUE,10/11/24 1:31,R_8UYj4OMYifK0Gff,,,,,59.384,17.8355,email,EN,1,,I disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/24 1:31,10/11/24 1:32,IP Address,79.54.168.158,100,80,TRUE,10/11/24 1:32,R_24enkYPeg0YGoow,,,,,45.0914,7.6639,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/24 1:14,10/11/24 1:34,IP Address,91.163.243.44,100,1174,TRUE,10/11/24 1:34,R_2qe9z8rBYlTQhBV,,,,,45.7723,4.7713,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,France,4.8,-4.8,4.5,-4.7,-4.8,-4.9,2.8,-4.6,4.6,-4.8,5,Agree,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Somewhat approve,No,,Rarely,,Strongly disapprove,No,,Never,,Somewhat disapprove,No,,Rarely,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,No,Disagree,Agree,Totally agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Totally agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Disagree,Neither agree nor disagree,Agree,Totally disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/11/24 1:21,10/11/24 1:35,IP Address,158.36.170.39,100,839,TRUE,10/11/24 1:35,R_8lKMOskuycB483p,,,,,58.1428,7.9887,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,Norway,-2.6,4.5,-4.8,-2.5,-4.6,2.6,-2.5,-2.5,2.6,4.6,2.7,Agree,80,Somewhat disapprove,Yes,80,Rarely,80,Somewhat disapprove,No,,Rarely,40,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,60,Strongly disapprove,No,,Rarely,70,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Rarely,80,Somewhat disapprove,No,,Rarely,60,Somewhat disapprove,No,,Never,20,Strongly disapprove,No,,Never,70,Somewhat disapprove,No,,Never,No,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Totally agree,Neither agree nor disagree,Disagree,Agree,Totally disagree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/11/24 1:36,10/11/24 1:36,IP Address,109.91.160.125,100,23,TRUE,10/11/24 1:36,R_8OTEC8WHk8A2LUe,,,,,50.1314,8.5328,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/24 1:12,10/11/24 1:37,IP Address,130.243.26.93,100,1451,TRUE,10/11/24 1:37,R_2PFaf9AYnT6mUw3,,,,,59.3974,13.5055,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Psychology department,,Female,,No,Sweden,-5,5,-5,5,2.7,-2.5,-5,-5,-5,5,-3.5,Agree,80,Strongly approve,Yes,80,Almost always,20,Somewhat approve,No,,Rarely,10,Strongly disapprove,No,,Never,40,Somewhat disapprove,Yes,30,Rarely,30,Somewhat disapprove,Yes,10,Rarely,30,Somewhat disapprove,Yes,10,Rarely,70,Somewhat approve,Yes,20,Rarely,50,Strongly disapprove,No,,Never,40,Somewhat disapprove,No,,Never,0,Strongly disapprove,No,,Never,30,Somewhat disapprove,No,,Never,No,Agree,Totally agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Totally disagree,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/11/24 1:38,10/11/24 1:38,IP Address,86.92.255.99,100,16,TRUE,10/11/24 1:38,R_2VHA1MSC0AEL4nP,,,,,52.3463,4.8208,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/24 0:21,10/11/24 1:41,IP Address,196.190.112.51,100,4828,TRUE,10/11/24 1:41,R_8gGD6EAEyDRF56A,,,,,11.6032,37.3858,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),University lecturer,Male,,No,Ethiopia,-5,-5,5,5,5,5,-5,5,5,5,-5,Totally agree,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,0,Strongly disapprove,No,,Never,No,Disagree,Disagree,Disagree,Totally disagree,Agree,Agree,Totally disagree,Totally agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/11/24 1:21,10/11/24 1:43,IP Address,147.161.244.124,100,1343,TRUE,10/11/24 1:43,R_2kce36Cuyv9fyvv,,,,,45.4722,9.1922,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Not an academic,,Male,,No,Italy,-2.4,2.7,5,2.6,2.9,2.6,-2.8,5,-2.4,2.5,-2.6,Agree,90,Somewhat disapprove,Yes,90,Rarely,40,Somewhat disapprove,Yes,10,Rarely,50,Somewhat disapprove,No,,Rarely,20,Strongly disapprove,No,,Never,,,,,,40,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,Yes,25,Rarely,80,Somewhat disapprove,Yes,25,Rarely,50,Somewhat disapprove,No,,Rarely,80,Somewhat disapprove,No,,Rarely,No,Disagree,Totally agree,Agree,Totally agree,Disagree,Totally disagree,Totally agree,Agree,Totally agree,Neither agree nor disagree,Agree,Totally agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Disagree,Totally disagree,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/11/24 1:23,10/11/24 1:43,IP Address,37.228.200.225,100,1193,TRUE,10/11/24 1:43,R_8sEduVTIdI0f70J,,,,,53.2972,-6.3038,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Female,,No,Ireland,2.4,5,-3.5,3.5,-5,5,-3.5,5,-5,5,3.2,Agree,90,Somewhat approve,No,,Rarely,60,Strongly approve,Yes,25,Often,85,Somewhat disapprove,No,,Never,95,Somewhat approve,Yes,20,Rarely,75,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Rarely,75,Somewhat disapprove,No,,Rarely,100,Somewhat approve,Yes,25,Often,75,Somewhat approve,Yes,50,Rarely,80,Somewhat approve,Yes,50,Rarely,75,Somewhat approve,No,,Never,No,Totally disagree,Totally agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Totally agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Totally agree,Totally disagree,Disagree,Agree,Totally disagree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
